Roth32_gp54	anubis__468	28.058	278	189	4	301	575	3	272	2.14e-30	117
RothD_gp28	minibatch__106	69.180	305	87	3	5	305	1	302	3.88e-121	382
RothD_gp28	minibatch__1069	97.753	89	2	0	8	96	1	89	9.58e-53	171
RothD_gp28	minibatch__2009	59.286	140	50	1	121	253	89	228	5.28e-39	149
RothD_gp28	minibatch__498	59.559	136	48	1	121	249	86	221	5.78e-33	130
RothD_gp28	minibatch__14	47.651	149	62	2	126	267	86	225	3.38e-30	118
RothD_gp28	minibatch__1875	39.490	157	83	2	107	256	36	187	1.09e-23	99.4
RothD_gp28	minibatch__1741	44.828	116	55	4	137	250	12	120	3.19e-16	77.4
RothD_gp28	minibatch__1804	48.864	88	35	2	190	277	51	128	1.12e-15	75.9
RothD_gp28	ppt__4818	72.093	43	12	0	208	250	75	117	5.92e-12	63.5
RothG_gp8	minibatch__664	41.066	319	178	5	30	342	2	316	2.72e-72	230
RothG_gp8	ppt__5298	39.103	312	185	3	42	349	39	349	2.57e-57	191
RothG_gp8	minibatch__127	36.278	317	196	3	38	349	10	325	7.98e-52	176
RothG_gp8	ppt__6482	35.154	293	175	5	67	352	126	410	1.01e-46	164
RothG_gp8	ppt__5904	33.631	336	216	4	19	349	13	346	3.24e-45	159
RothG_gp8	ppt__5226	28.136	295	205	4	30	320	2	293	2.03e-34	128
RothG_gp58	anubis__468	27.755	245	171	4	320	562	34	274	8.60e-28	109
RothI_gp8	minibatch__664	41.066	319	178	5	30	342	2	316	5.72e-72	229
RothI_gp8	ppt__5298	39.103	312	185	3	42	349	39	349	3.20e-57	191
RothI_gp8	minibatch__127	36.278	317	196	3	38	349	10	325	1.19e-51	176
RothI_gp8	ppt__6482	35.154	293	175	5	67	352	126	410	1.42e-46	164
RothI_gp8	ppt__5904	33.631	336	216	4	19	349	13	346	6.21e-45	158
RothI_gp8	ppt__5226	28.136	295	205	4	30	320	2	293	2.20e-34	128
RothI_gp59	anubis__468	27.755	245	171	4	320	562	34	274	8.60e-28	109
RothJ_gp8	minibatch__664	40.752	319	179	5	30	342	2	316	3.02e-71	227
RothJ_gp8	ppt__5298	38.782	312	186	3	42	349	39	349	1.57e-56	189
RothJ_gp8	minibatch__127	35.962	317	197	3	38	349	10	325	5.48e-51	174
RothJ_gp8	ppt__6482	35.154	293	175	5	67	352	126	410	1.02e-46	164
RothJ_gp8	ppt__5904	33.333	336	217	4	19	349	13	346	3.47e-44	156
RothJ_gp8	ppt__5226	28.475	295	204	4	30	320	2	293	3.29e-35	130
RothJ_gp60	anubis__468	27.755	245	171	4	320	562	34	274	8.60e-28	109
RothG_gp58	anubis__468	27.755	245	171	4	320	562	34	274	8.60e-28	109
RothG_gp8	minibatch__664	41.066	319	178	5	30	342	2	316	2.72e-72	230
RothG_gp8	ppt__5298	39.103	312	185	3	42	349	39	349	2.57e-57	191
RothG_gp8	minibatch__127	36.278	317	196	3	38	349	10	325	7.98e-52	176
RothG_gp8	ppt__6482	35.154	293	175	5	67	352	126	410	1.01e-46	164
RothG_gp8	ppt__5904	33.631	336	216	4	19	349	13	346	3.24e-45	159
RothG_gp8	ppt__5226	28.136	295	205	4	30	320	2	293	2.03e-34	128
RothI_gp59	anubis__468	27.755	245	171	4	320	562	34	274	8.60e-28	109
RothI_gp8	minibatch__664	41.066	319	178	5	30	342	2	316	5.72e-72	229
RothI_gp8	ppt__5298	39.103	312	185	3	42	349	39	349	3.20e-57	191
RothI_gp8	minibatch__127	36.278	317	196	3	38	349	10	325	1.19e-51	176
RothI_gp8	ppt__6482	35.154	293	175	5	67	352	126	410	1.42e-46	164
RothI_gp8	ppt__5904	33.631	336	216	4	19	349	13	346	6.21e-45	158
RothI_gp8	ppt__5226	28.136	295	205	4	30	320	2	293	2.20e-34	128
RothJ_gp60	anubis__468	27.755	245	171	4	320	562	34	274	8.60e-28	109
RothJ_gp8	minibatch__664	40.752	319	179	5	30	342	2	316	3.02e-71	227
RothJ_gp8	ppt__5298	38.782	312	186	3	42	349	39	349	1.57e-56	189
RothJ_gp8	minibatch__127	35.962	317	197	3	38	349	10	325	5.48e-51	174
RothJ_gp8	ppt__6482	35.154	293	175	5	67	352	126	410	1.02e-46	164
RothJ_gp8	ppt__5904	33.333	336	217	4	19	349	13	346	3.47e-44	156
RothJ_gp8	ppt__5226	28.475	295	204	4	30	320	2	293	3.29e-35	130
